1,'Xanthomonadales bacterium','hypothetical protein [Xanthomonadales bacterium]','HBK54829',30.23255813953488,1.77957e-11,41
1,'Wenzhouxiangella marina','Tetratricopeptide TPR_1 repeat-containing protein [Wenzhouxiangella marina]','AKS42228',33.5548172757475,2.3668e-10,45
1,'Wenzhouxiangella marina','tetratricopeptide repeat protein [Wenzhouxiangella marina]','WP_049725806',33.5548172757475,2.37998e-10,45
1,'Deltaproteobacteria bacterium','hypothetical protein [Deltaproteobacteria bacterium]','HCH62178',33.222591362126245,8.27483e-10,42
1,'Xanthomonadaceae bacterium SCN 69-123','hypothetical protein ABS96_31015 [Xanthomonadaceae bacterium SCN 69-123]','ODU41653',31.893687707641195,2.66464e-09,40
1,'Aquimonas voraii','tetratricopeptide repeat protein [Aquimonas voraii]','WP_091242681',31.893687707641195,4.51038e-09,40
1,'Xanthomonadales bacterium','hypothetical protein EHM68_11850 [Xanthomonadales bacterium]','RPH95969',27.906976744186046,6.46031e-09,36
1,'Gammaproteobacteria bacterium HGW-Gammaproteobacteria-2','hypothetical protein CVV12_05325 [Gammaproteobacteria bacterium HGW-Gammaproteobacteria-2]','PKM15994',31.561461794019934,6.52977e-09,38
1,'Gammaproteobacteria bacterium HGW-Gammaproteobacteria-5','hypothetical protein CVV15_07700, partial [Gammaproteobacteria bacterium HGW-Gammaproteobacteria-5]','PKM09845',31.561461794019934,1.056e-08,37
1,'Gammaproteobacteria bacterium HGW-Gammaproteobacteria-7','hypothetical protein CVV17_00480 [Gammaproteobacteria bacterium HGW-Gammaproteobacteria-7]','PKM09550',30.23255813953488,1.63195e-08,37
3,'Truepera radiovictrix','phosphoglycerate dehydrogenase [Truepera radiovictrix]','WP_013176822',33.222591362126245,1.28676e-43,78
3,'Thermus sp. L198','phosphoglycerate dehydrogenase [Thermus sp. L198]','WP_117236858',33.222591362126245,8.53517e-38,74
3,'Thermus sp. 2.9','phosphoglycerate dehydrogenase [Thermus sp. 2.9]','WP_039459871',33.222591362126245,3.24185e-37,74
3,'Thermus scotoductus','phosphoglycerate dehydrogenase, partial [Thermus scotoductus]','WP_126209072',33.222591362126245,4.06774e-37,74
3,'Thermus islandicus','phosphoglycerate dehydrogenase [Thermus islandicus]','WP_022798740',33.222591362126245,4.36888e-37,74
3,'Thermus sp. NMX2.A1','phosphoglycerate dehydrogenase [Thermus sp. NMX2.A1]','WP_038028214',33.222591362126245,4.69638e-37,74
3,'Thermus scotoductus','phosphoglycerate dehydrogenase [Thermus scotoductus]','WP_126165644',33.222591362126245,4.84414e-37,74
3,'Thermus scotoductus','phosphoglycerate dehydrogenase [Thermus scotoductus]','WP_126248587',33.222591362126245,4.89442e-37,74
3,'Thermus','MULTISPECIES: phosphoglycerate dehydrogenase [Thermus]','WP_038069018',33.222591362126245,4.94522e-37,74
3,'Thermus scotoductus','phosphoglycerate dehydrogenase [Thermus scotoductus]','WP_054392278',33.222591362126245,5.04841e-37,74
4,'Truepera radiovictrix','phosphoglycerate dehydrogenase [Truepera radiovictrix]','WP_013176822',25.249169435215947,3.84524e-20,44
4,'Trueperaceae bacterium','phosphoglycerate dehydrogenase [Trueperaceae bacterium]','MAZ54182',32.22591362126246,1.3256e-12,39
4,'Heliophilum fasciatum','phosphoglycerate dehydrogenase [Heliophilum fasciatum]','WP_131918558',32.89036544850498,1.95714e-10,34
4,'Veillonella magna','phosphoglycerate dehydrogenase [Veillonella magna]','WP_028255155',32.89036544850498,7.57774e-10,35
4,'Syntrophus sp. GWC2_56_31','phosphoglycerate dehydrogenase [Syntrophus sp. GWC2_56_31]','OHE23346',22.591362126245848,4.12161e-09,26
4,'Candidatus Omnitrophica bacterium','phosphoglycerate dehydrogenase, partial [Candidatus Omnitrophica bacterium]','RKY37574',32.22591362126246,5.45525e-09,31
4,'Desulfofundulus thermocisternus','phosphoglycerate dehydrogenase [Desulfofundulus thermocisternus]','WP_027357446',22.591362126245848,6.1437e-09,29
4,'Desulfofundulus australicus','phosphoglycerate dehydrogenase [Desulfofundulus australicus]','WP_073165618',22.591362126245848,6.1437e-09,29
4,'Desulfobulbaceae bacterium A2','phosphoglycerate dehydrogenase, partial [Desulfobulbaceae bacterium A2]','OQX19990',22.591362126245848,2.79665e-08,30
4,'Deltaproteobacteria bacterium','phosphoglycerate dehydrogenase [Deltaproteobacteria bacterium]','RLB66693',25.581395348837212,2.94603e-08,26
5,'Actinorugispora endophytica','hypothetical protein [Actinorugispora endophytica]','WP_133740875',30.23255813953488,1.15869e-17,49
5,'Nocardiopsis halophila','ATP-binding protein [Nocardiopsis halophila]','WP_017538780',29.568106312292358,0.00147416,35
5,'Streptomonospora sp. M2','hypothetical protein [Streptomonospora sp. M2]','WP_131096554',22.92358803986711,0.00205734,28
5,'Streptomyces harbinensis','ATP-binding protein [Streptomyces harbinensis]','WP_093843882',25.581395348837212,0.0196517,28
5,'Rubrivirga sp.','hypothetical protein [Rubrivirga sp.]','MBR23868',27.242524916943523,0.0214678,32
5,'Acidimicrobiales bacterium','ATP-binding protein [Acidimicrobiales bacterium]','RZP28960',27.242524916943523,0.0231078,33
5,'Actinomycetales bacterium','hypothetical protein CL523_06190 [Actinomycetales bacterium]','PQM58657',27.242524916943523,0.0238483,33
5,'Thermomonospora curvata','ATP-binding protein [Thermomonospora curvata]','WP_012851780',26.578073089701,0.0320326,36
5,'Streptomyces harbinensis','ATP-binding protein [Streptomyces harbinensis]','WP_093843888',26.578073089701,0.229678,29
5,'Streptomyces rimosus','ATP-binding protein [Streptomyces rimosus]','WP_030370387',30.23255813953488,0.661074,34
6,'Actinorugispora endophytica','hypothetical protein [Actinorugispora endophytica]','WP_133740875',16.27906976744186,0.00303408,26
9,'Pacmanvirus A23','Hypothetical protein PACV_60 [Pacmanvirus A23]','YP_009361411',31.561461794019934,0.000641593,33
9,'African swine fever virus','K421R [African swine fever virus]','AJZ77073',32.89036544850498,0.0842456,26
9,'African swine fever virus E75','BA71V-K421R [African swine fever virus E75]','CBH29153',32.89036544850498,0.09717,26
9,'African swine fever virus','pK421R [African swine fever virus]','NP_042746',32.89036544850498,0.10541,26
9,'Kaumoebavirus','hypothetical protein BNJ_00067 [Kaumoebavirus]','YP_009352489',9.966777408637874,0.506014,14
9,'African swine fever virus','BA71V-K421R [African swine fever virus]','AJL34231',31.893687707641195,5.13515,25
9,'African swine fever virus','pK421R [African swine fever virus]','AXB49281',31.893687707641195,5.23616,25
9,'African swine fever virus tick/South Africa/Pretoriuskop Pr4/1996','RecName: Full=Uncharacterized protein K421R; Short=pK421R [African swine fever virus tick/South Africa/Pretoriuskop Pr4/1996]','P0CAG8',32.22591362126246,6.82066,27
9,'African swine fever virus warthog/Namibia/Wart80/1980','RecName: Full=Uncharacterized protein K421R; Short=pK421R [African swine fever virus warthog/Namibia/Wart80/1980]','P0CAG9',32.22591362126246,6.82066,27
9,'African swine fever virus Malawi LIL 20/1','RecName: Full=Uncharacterized protein K421R; Short=pK421R [African swine fever virus Malawi LIL 20/1]','P0CAG7',31.893687707641195,8.52806,23
10,'Pacmanvirus A23','Hypothetical protein PACV_60 [Pacmanvirus A23]','YP_009361411',31.561461794019934,0.000641593,33
10,'African swine fever virus','K421R [African swine fever virus]','AJZ77073',32.89036544850498,0.0842456,26
10,'African swine fever virus E75','BA71V-K421R [African swine fever virus E75]','CBH29153',32.89036544850498,0.09717,26
10,'African swine fever virus','pK421R [African swine fever virus]','NP_042746',32.89036544850498,0.10541,26
10,'Kaumoebavirus','hypothetical protein BNJ_00067 [Kaumoebavirus]','YP_009352489',9.966777408637874,0.506014,14
10,'African swine fever virus','BA71V-K421R [African swine fever virus]','AJL34231',31.893687707641195,5.13515,25
10,'African swine fever virus','pK421R [African swine fever virus]','AXB49281',31.893687707641195,5.23616,25
10,'African swine fever virus tick/South Africa/Pretoriuskop Pr4/1996','RecName: Full=Uncharacterized protein K421R; Short=pK421R [African swine fever virus tick/South Africa/Pretoriuskop Pr4/1996]','P0CAG8',32.22591362126246,6.82066,27
10,'African swine fever virus warthog/Namibia/Wart80/1980','RecName: Full=Uncharacterized protein K421R; Short=pK421R [African swine fever virus warthog/Namibia/Wart80/1980]','P0CAG9',32.22591362126246,6.82066,27
10,'African swine fever virus Malawi LIL 20/1','RecName: Full=Uncharacterized protein K421R; Short=pK421R [African swine fever virus Malawi LIL 20/1]','P0CAG7',31.893687707641195,8.52806,23
11,'Paenibacillus lautus','3-deoxy-8-phosphooctulonate synthase [Paenibacillus lautus]','WP_076326462',31.893687707641195,8.08559e-41,70
11,'Bacillus alcalophilus','3-deoxy-8-phosphooctulonate synthase [Bacillus alcalophilus]','WP_003322447',31.893687707641195,3.0842e-35,59
11,'Bordetella genomosp. 4','3-deoxy-8-phosphooctulonate synthase [Bordetella genomosp. 4]','OZI51136',30.564784053156146,1.54022e-33,61
11,'Bordetella genomosp. 4','3-deoxy-8-phosphooctulonate synthase [Bordetella genomosp. 4]','WP_094820283',30.564784053156146,1.64453e-33,61
11,'Butyricicoccus sp. 1XD8-22','3-deoxy-8-phosphooctulonate synthase, partial [Butyricicoccus sp. 1XD8-22]','RKJ47963',32.22591362126246,1.98019e-33,56
11,'Paraliobacillus ryukyuensis','3-deoxy-8-phosphooctulonate synthase [Paraliobacillus ryukyuensis]','WP_079710617',32.22591362126246,5.65675e-33,57
11,'Bordetella petrii','3-deoxy-8-phosphooctulonate synthase [Bordetella petrii]','WP_012248723',30.89700996677741,6.29337e-33,60
11,'Alphaproteobacteria bacterium 43-37','3-deoxy-8-phosphooctulonate synthase [Alphaproteobacteria bacterium 43-37]','OJV46586',31.561461794019934,9.35666e-33,55
11,'Bacillus taeanensis','3-deoxy-8-phosphooctulonate synthase [Bacillus taeanensis]','WP_113806761',31.893687707641195,3.51958e-32,55
11,'Basilea psittacipulmonis','3-deoxy-8-phosphooctulonate synthase [Basilea psittacipulmonis]','WP_038501789',30.564784053156146,3.85865e-32,58
12,'Leptolyngbya sp. NIES-2104','3-deoxy-8-phosphooctulonate synthase [Leptolyngbya sp. NIES-2104]','WP_058999817',33.222591362126245,6.52223e-52,80
12,'Cytophagales bacterium','3-deoxy-8-phosphooctulonate synthase [Cytophagales bacterium]','TAG55224',32.89036544850498,8.11477e-52,80
12,'Geobacillus stearothermophilus','3-deoxy-8-phosphooctulonate synthase [Geobacillus stearothermophilus]','WP_064213592',33.222591362126245,9.98146e-51,81
12,'Acaryochloris sp. CCMEE 5410','3-deoxy-8-phosphooctulonate synthase [Acaryochloris sp. CCMEE 5410]','WP_010471940',32.89036544850498,3.30109e-50,78
12,'Bacillus acidiproducens','3-deoxy-8-phosphooctulonate synthase [Bacillus acidiproducens]','WP_018662034',33.222591362126245,3.37607e-50,77
12,'Bacillaceae bacterium','3-deoxy-8-phosphooctulonate synthase [Bacillaceae bacterium]','REJ15375',33.222591362126245,3.92435e-50,80
12,'Desulfovibrio sp. X2','3-deoxy-8-phosphooctulonate synthase [Desulfovibrio sp. X2]','WP_020879776',32.89036544850498,4.25937e-50,76
12,'Bacillus coagulans','3-deoxy-8-phosphooctulonate synthase [Bacillus coagulans]','WP_046721807',32.89036544850498,4.57592e-50,77
12,'Bacillus coagulans','3-deoxy-8-phosphooctulonate synthase [Bacillus coagulans]','WP_014096054',32.89036544850498,4.6764e-50,77
12,'Paenibacillus lautus','3-deoxy-8-phosphooctulonate synthase [Paenibacillus lautus]','WP_076326462',32.89036544850498,5.00872e-50,75
13,'Dehalobacter sp. MCB1','hypothetical protein [Dehalobacter sp. MCB1]','WP_119775890',19.601328903654487,1.08241e-09,28
13,'Dehalobacter sp. 14DCB1','hypothetical protein [Dehalobacter sp. 14DCB1]','WP_131929566',19.601328903654487,2.40898e-09,28
13,'Bacillus aquimaris','hypothetical protein [Bacillus aquimaris]','WP_113970925',22.591362126245848,4.04098e-09,30
13,'Smittium simulii','hypothetical protein BB561_002650 [Smittium simulii]','PVU94308',16.943521594684384,1.36476,19
14,'Caenibacillus caldisaponilyticus','DUF1599 domain-containing protein [Caenibacillus caldisaponilyticus]','WP_077616764',25.581395348837212,7.46046e-18,41
14,'Paenibacillus xylaniclasticus','DUF1599 domain-containing protein [Paenibacillus xylaniclasticus]','WP_127566433',24.916943521594686,1.21022e-16,40
14,'Clostridium sp. CAG:253','putative uncharacterized protein [Clostridium sp. CAG:253]','CDB89339',25.581395348837212,3.76556e-16,36
14,'Clostridium sp. TF01-11','DUF1599 domain-containing protein [Clostridium sp. TF01-11]','WP_055941184',25.581395348837212,7.3994e-16,36
14,'Clostridium botulinum 202F','hypothetical protein U728_1099 [Clostridium botulinum 202F]','AIY79959',20.930232558139537,3.77186e-14,34
14,'Clostridium botulinum','DUF1599 domain-containing protein [Clostridium botulinum]','WP_039308569',20.930232558139537,3.81852e-14,34
14,'unclassified Bacteria (miscellaneous)','MULTISPECIES: DUF1599 domain-containing protein [unclassified Bacteria (miscellaneous)]','WP_120446893',24.58471760797342,1.60796e-13,33
14,'Parageobacillus genomosp. 1','DUF1599 domain-containing protein [Parageobacillus genomosp. 1]','WP_088124138',22.92358803986711,3.21419e-13,38
14,'Thermoactinomyces sp. DSM 45892','DUF1599 domain-containing protein [Thermoactinomyces sp. DSM 45892]','WP_093290235',23.25581395348837,3.31148e-13,34
14,'Clostridium botulinum','DUF1599 domain-containing protein [Clostridium botulinum]','WP_061280808',20.930232558139537,3.96968e-13,33
15,'Gemmatimonadetes bacterium','hypothetical protein [Gemmatimonadetes bacterium]','HAC06281',31.561461794019934,5.60944e-24,53
15,'Gemmatimonadetes bacterium 13_2_20CM_2_65_7','hypothetical protein AUI08_03345 [Gemmatimonadetes bacterium 13_2_20CM_2_65_7]','OLB51351',31.22923588039867,1.04259e-19,45
15,'Gemmatimonas sp. SG8_23','hypothetical protein AMS19_05245 [Gemmatimonas sp. SG8_23]','KPJ83183',31.22923588039867,4.89626e-19,48
15,'Rhodospirillaceae bacterium','hypothetical protein [Rhodospirillaceae bacterium]','MBO21975',33.5548172757475,8.43995e-19,46
15,'Gemmatimonadetes bacterium','hypothetical protein [Gemmatimonadetes bacterium]','HAC07745',31.22923588039867,1.00268e-18,43
15,'Rhodospirillaceae bacterium','hypothetical protein [Rhodospirillaceae bacterium]','MBO21976',31.22923588039867,2.08738e-18,46
15,'Gemmatimonas sp. SG8_17','hypothetical protein AMS18_10640, partial [Gemmatimonas sp. SG8_17]','KPJ90536',31.22923588039867,3.00549e-18,47
15,'Gemmatimonadetes bacterium','hypothetical protein [Gemmatimonadetes bacterium]','MBD48932',33.222591362126245,4.41903e-18,42
15,'Gemmatimonadetes bacterium','hypothetical protein [Gemmatimonadetes bacterium]','MBU00770',29.2358803986711,4.99117e-18,44
15,'Gemmatimonadetes bacterium','hypothetical protein [Gemmatimonadetes bacterium]','MBV24619',32.22591362126246,5.10574e-18,41
16,'Gemmatimonadetes bacterium','hypothetical protein DMD40_05790 [Gemmatimonadetes bacterium]','PYP58350',30.89700996677741,1.48842e-21,46
16,'Gemmatimonadetes bacterium','hypothetical protein [Gemmatimonadetes bacterium]','HAC06281',28.903654485049834,1.04325e-20,49
16,'Gemmatimonadetes bacterium 13_2_20CM_2_65_7','hypothetical protein AUI08_03345 [Gemmatimonadetes bacterium 13_2_20CM_2_65_7]','OLB51351',31.22923588039867,1.26811e-20,47
16,'Gemmatimonadetes bacterium','hypothetical protein DMD59_09695 [Gemmatimonadetes bacterium]','PYP09212',31.22923588039867,2.76503e-19,45
16,'Gemmatimonadetes bacterium','hypothetical protein DMD64_06630, partial [Gemmatimonadetes bacterium]','PYO73586',30.89700996677741,3.93752e-19,44
16,'Gemmatimonadetes bacterium','hypothetical protein [Gemmatimonadetes bacterium]','HAT16712',31.561461794019934,2.68374e-18,44
16,'Gemmatimonadetes bacterium','hypothetical protein DMD58_09490 [Gemmatimonadetes bacterium]','PYO89388',30.89700996677741,2.77705e-18,45
16,'Gemmatimonadetes bacterium','hypothetical protein DMD38_05335 [Gemmatimonadetes bacterium]','PYP97882',30.89700996677741,3.02691e-18,45
16,'Gemmatimonadetes bacterium','hypothetical protein DMD66_03730 [Gemmatimonadetes bacterium]','PYO90059',30.89700996677741,6.28279e-18,44
16,'Gemmatimonadetes bacterium','hypothetical protein [Gemmatimonadetes bacterium]','HBE00147',25.249169435215947,7.0354e-18,40
17,'Cellulosimicrobium cellulans','glycosyl hydrolase family protein [Cellulosimicrobium cellulans]','WP_069387505',31.22923588039867,2.20583e-25,54
17,'Saccharothrix variisporea','broad-specificity cellobiase [Saccharothrix variisporea]','RKT68810',31.22923588039867,6.04892e-25,51
17,'Saccharothrix variisporea','beta-glucosidase [Saccharothrix variisporea]','WP_121230947',31.22923588039867,6.29241e-25,51
17,'Isoptericola variabilis','beta-glucosidase [Isoptericola variabilis]','WP_013839545',31.22923588039867,2.6397e-24,51
17,'Umezawaea tangerina','beta-glucosidase [Umezawaea tangerina]','PRY38741',30.89700996677741,3.36388e-24,51
17,'Isoptericola','MULTISPECIES: beta-glucosidase [Isoptericola]','WP_106267727',31.22923588039867,3.44736e-24,51
17,'Umezawaea tangerina','beta-glucosidase [Umezawaea tangerina]','WP_106190587',30.89700996677741,3.7995e-24,51
17,'Nocardia sp. NRRL S-836','beta-glucosidase [Nocardia sp. NRRL S-836]','WP_053735299',30.89700996677741,5.21562e-24,50
17,'Lechevalieria xinjiangensis','beta-glucosidase [Lechevalieria xinjiangensis]','WP_089959871',30.89700996677741,6.19464e-24,50
17,'Saccharothrix espanaensis','beta-glucosidase [Saccharothrix espanaensis]','WP_015100014',31.22923588039867,9.73199e-24,53
18,'Cellulosimicrobium cellulans','glycosyl hydrolase family protein [Cellulosimicrobium cellulans]','WP_069387505',30.89700996677741,1.85997e-19,49
18,'Arthrobacter crystallopoietes','beta-glucosidase [Arthrobacter crystallopoietes]','WP_074702760',30.89700996677741,2.0153e-19,50
18,'Nocardia sp. NRRL S-836','beta-glucosidase [Nocardia sp. NRRL S-836]','WP_053735299',30.89700996677741,2.74274e-19,47
18,'Lechevalieria xinjiangensis','beta-glucosidase [Lechevalieria xinjiangensis]','WP_089959871',30.89700996677741,3.48279e-19,47
18,'Saccharothrix variisporea','beta-glucosidase [Saccharothrix variisporea]','WP_121230947',30.89700996677741,4.84252e-19,47
18,'Saccharothrix variisporea','broad-specificity cellobiase [Saccharothrix variisporea]','RKT68810',30.89700996677741,4.89124e-19,47
18,'Lentzea guizhouensis','beta-glucosidase [Lentzea guizhouensis]','WP_065919463',30.89700996677741,7.12739e-19,48
18,'Lechevalieria aerocolonigenes','beta-glucosidase [Lechevalieria aerocolonigenes]','WP_081902221',30.89700996677741,1.45747e-18,47
18,'Isoptericola','MULTISPECIES: beta-glucosidase [Isoptericola]','WP_106267727',30.89700996677741,1.55218e-18,47
18,'Lechevalieria fradiae','beta-glucosidase [Lechevalieria fradiae]','WP_090051846',30.89700996677741,1.94372e-18,46
19,'Thermobifida phage P1312','tail protein [Thermobifida phage P1312]','ALA06386',27.906976744186046,1.44487e-48,81
19,'Nocardiopsis lucentensis','hypothetical protein [Nocardiopsis lucentensis]','WP_017602207',27.242524916943523,5.50282e-24,51
19,'Streptomonospora sp. M2','HK97 gp10 family phage protein [Streptomonospora sp. M2]','WP_131102964',28.57142857142857,3.98787e-14,42
19,'Bacillus chagannorensis','HK97 gp10 family phage protein [Bacillus chagannorensis]','WP_026698730',25.249169435215947,2.1381e-07,30
19,'Streptomyces phage phiSASD1','gp32 [Streptomyces phage phiSASD1]','YP_003714739',27.906976744186046,1.4727e-06,34
19,'Streptomyces phage Wentworth','hypothetical protein SEA_WENTWORTH_18 [Streptomyces phage Wentworth]','AVP41457',24.916943521594686,5.25395e-06,34
19,'Streptomyces phage Gibson','hypothetical protein SEA_GIBSON_18 [Streptomyces phage Gibson]','QAX92964',26.578073089701,2.1373e-05,32
20,'Thermobifida phage P1312','head-tail adaptor [Thermobifida phage P1312]','ALA06385',15.614617940199334,1.07246e-21,47
20,'Thermobifida phage P1312','tail protein [Thermobifida phage P1312]','ALA06386',15.946843853820598,3.4819e-09,33
20,'Nocardiopsis lucentensis','hypothetical protein [Nocardiopsis lucentensis]','WP_017602206',15.614617940199334,5.20994e-07,33
20,'Streptomyces sp. DI166','head-tail adaptor protein [Streptomyces sp. DI166]','WP_093719155',13.621262458471762,3.54176e-06,23
20,'Streptomonospora sp. M2','head-tail adaptor protein [Streptomonospora sp. M2]','WP_131102965',15.282392026578073,0.688483,30
21,'bacterium','hypothetical protein COB72_01000 [bacterium]','PCI11316',38.205980066445186,4.23858e-17,52
22,'bacterium','hypothetical protein COB72_01000 [bacterium]','PCI11316',27.242524916943523,0.000113684,30
23,'Thermus','MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase [Thermus]','WP_008633979',32.89036544850498,1.36661e-58,97
23,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_024119547',32.89036544850498,6.96726e-58,96
23,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_011173985',32.89036544850498,7.04083e-58,96
23,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_124105230',32.89036544850498,7.04083e-58,96
23,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_014628811',32.89036544850498,7.26625e-58,96
23,'Thermus aquaticus Y51MC23','1-deoxy-D-xylulose-5-phosphate synthase [Thermus aquaticus Y51MC23]','EED09143',32.89036544850498,1.76286e-57,92
23,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_011227634',32.89036544850498,2.43095e-57,95
23,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_096411369',32.89036544850498,2.5352e-57,94
23,'Thermus arciformis','1-deoxy-D-xylulose-5-phosphate synthase [Thermus arciformis]','WP_093007832',32.89036544850498,3.89862e-57,93
23,'Thermus scotoductus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus scotoductus]','HAR68328',32.89036544850498,9.43822e-57,89
24,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_014628811',32.89036544850498,3.07004e-58,95
24,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_124105230',32.89036544850498,3.07004e-58,95
24,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_024119547',32.89036544850498,3.16837e-58,95
24,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_011173985',32.89036544850498,3.37457e-58,95
24,'Thermus','MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase [Thermus]','WP_008633979',32.89036544850498,3.55662e-58,95
24,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_096411369',32.89036544850498,9.75071e-58,93
24,'Thermus thermophilus','1-deoxy-D-xylulose-5-phosphate synthase [Thermus thermophilus]','WP_011227634',32.89036544850498,1.22851e-57,94
24,'Thermus arciformis','1-deoxy-D-xylulose-5-phosphate synthase [Thermus arciformis]','WP_093007832',32.89036544850498,4.02332e-57,91
24,'Thermus aquaticus Y51MC23','1-deoxy-D-xylulose-5-phosphate synthase [Thermus aquaticus Y51MC23]','EED09143',32.89036544850498,1.23295e-56,89
